palabra,idioma
Erkidegoa,euskara
osatzeko,euskara
"eskubidea»,",euskara
[,euskara
oh,euskara
9,euskara
],euskara
baina,euskara
EAEko,euskara
Auzitegi,euskara
Nagusiak,euskara
ebatzi,euskara
"duenez,",euskara
Euskal,euskara
Autonomia,euskara
Erkidegoko,euskara
eskola,euskara
curriculumean,euskara
Euskal,euskara
Herria,euskara
izena,euskara
erabiltzean,euskara
ezin,euskara
da,euskara
Nafarroako,euskara
Foru,euskara
Erkidegoa,euskara
barne,euskara
hartu.,euskara
[,euskara
15,euskara
],euskara
Aipatu,euskara
"bezala,",euskara
Euskal,euskara
Herriak,euskara
zazpi,euskara
herrialde,euskara
ditu:,euskara
haietako,euskara
lau,euskara
Hegoalde,euskara
an,euskara
"daude,",euskara
Espainiako,euskara
Erreinuaren,euskara
"administraziopean,",euskara
eta,euskara
beste,euskara
hirurak,euskara
"ipar-ekialdean,",euskara
Frantses,euskara
Errepublikaren,euskara
"administraziopean,",euskara
Iparralde,euskara
an.,euskara
Hala,euskara
"ere,",euskara
geografiari,euskara
"bagagozkio,",euskara
datu,euskara
hori,euskara
ez,euskara
da,euskara
guztiz,euskara
baliagarria:,euskara
Bizkaia,euskara
iparralderago,euskara
dago,euskara
Zuberoa,euskara
baino.,euskara
Terminoen,euskara
erabilera,euskara
2020.,euskara
urtean,euskara
Telesforo,euskara
Monzon,euskara
Laborategiak,euskara
eta,euskara
EHUko,euskara
Parte,euskara
Hartuz,euskara
ikerketa,euskara
taldeak,euskara
"""Naziometroa""",euskara
deitutako,euskara
barometroa,euskara
sortu,euskara
"zuten,",euskara
euskal,euskara
herritarrek,euskara
burujabetzaz,euskara
eta,euskara
independentziaz,euskara
dituzten,euskara
iritzi,euskara
eta,euskara
hautemateak,euskara
aztertzeko.,euskara
Barometroak,euskara
herritarrek,euskara
zazpi,euskara
herrialdeek,euskara
osatutako,euskara
eremua,euskara
"(Araba,",euskara
"Bizkaia,",euskara
"Gipuzkoa,",euskara
"Lapurdi,",euskara
Nafarroa,euskara
Garaia,euskara
eta,euskara
"Behera,",euskara
eta,euskara
Zuberoa),euskara
izendatzeko,euskara
gustuko,euskara
duten,euskara
edo,euskara
dituzten,euskara
terminoetaz,euskara
galdetzen,euskara
"du,",euskara
erantzun,euskara
bat,euskara
baino,euskara
gehiago,euskara
emateko,euskara
aukera,euskara
emanez.,euskara
Hona,euskara
hemen,euskara
azken,euskara
neurketaren,euskara
emaitzak:,euskara
[,euskara
16,euskara
],euskara
Izena,euskara
Emaitzak,euskara
(erantzun,euskara
anitza),euskara
Euskal,euskara
Herria,euskara
"%50,9",euskara
Euskadi,euskara
"%42,1",euskara
País,euskara
Vasco,euskara
"%32,0",euskara
Pays,euskara
Basque,euskara
"%18,2",euskara
Nafarroa/Navarra/Navarre,euskara
"%13,6",euskara
País,euskara
Vasconavarro/Pays,euskara
Basquenavarre,euskara
"%5,3",euskara
Vasconia/Baskonia,euskara
"%4,8",euskara
Beste,euskara
bat,euskara
"%0,8",euskara
Batere,euskara
ez,euskara
"%7,6",euskara
Geografia,euskara
fisikoa,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
geografia,euskara
fisikoa,euskara
»,euskara
eta,euskara
«,euskara
Euskal,euskara
Herriaren,euskara
mugak,euskara
»,euskara
Euskal,euskara
Herriaren,euskara
mugak,euskara
Aragoi,euskara
•,euskara
Errioxa,euskara
•,euskara
Euskal,euskara
kostaldea,euskara
•,euskara
Gaskoinia,euskara
•,euskara
Gaztela,euskara
eta,euskara
Leon,euskara
•,euskara
Kantabria,euskara
Euskal,euskara
Herriko,euskara
mapa,euskara
fisikoa.,euskara
Euskal,euskara
Herriko,euskara
geografia,euskara
fisikoa,euskara
oso,euskara
aldakorra,euskara
"da,",euskara
nahiz,euskara
eta,euskara
hedaduraz,euskara
lurralde,euskara
txikia,euskara
izan.,euskara
Kostaldeko,euskara
paisaia,euskara
malkartsutik,euskara
Bardeetako,euskara
basamorturaino,euskara
hedatzen,euskara
da,euskara
Euskal,euskara
Herria,euskara
eta,euskara
bide,euskara
horretan,euskara
"lautadak,",euskara
mendilerroak,euskara
eta,euskara
bailara,euskara
ugari,euskara
ditu.,euskara
Euskal,euskara
Herriaren,euskara
muga,euskara
natural,euskara
nagusiak,euskara
hauek,euskara
dira:,euskara
Kantauri,euskara
itsasoa,euskara
(,euskara
Bizkaiko,euskara
golkoa,euskara
),euskara
eta,euskara
Aturri,euskara
"iparraldean,",euskara
eta,euskara
Ebro,euskara
ibaia,euskara
hegoaldean,euskara
(nahiz,euskara
eta,euskara
muga,euskara
zehatz-mehatz,euskara
bi,euskara
ibai,euskara
horietan,euskara
ez,euskara
izan).,euskara
Euskal,euskara
Herriko,euskara
muturreko,euskara
puntu,euskara
geografikoei,euskara
"dagokionez,",euskara
Samatze,euskara
da,euskara
iparraldeenen,euskara
dagoen,euskara
"udalerria,",euskara
Cortes,euskara
"hegoaldeenen,",euskara
Lanestosa,euskara
mendebaldeenen,euskara
eta,euskara
Eskiula,euskara
ekialdeenen.,euskara
Beriain,euskara
mendiaren,euskara
ingurunean,euskara
dago,euskara
Euskal,euskara
Herriko,euskara
zentro,euskara
geografikoa,euskara
[,euskara
17,euskara
],euskara
.,euskara
Tokirik,euskara
garaiena,euskara
Hiru,euskara
Erregeen,euskara
Mahaiaren,euskara
tontorra,euskara
"da,",euskara
itsas,euskara
mailatik,euskara
2.438,euskara
metrora.,euskara
Espainiako,euskara
Errioxarekin,euskara
egiten,euskara
du,euskara
muga,euskara
hegoaldean,euskara
eta,euskara
Aragoirekin,euskara
hegoaldean,euskara
zein,euskara
ekialdean;,euskara
Gaztela,euskara
eta,euskara
Leonekin,euskara
hegoaldean,euskara
eta,euskara
"mendebaldean,",euskara
Kantabriarekin,euskara
egiten,euskara
duen,euskara
bezala.,euskara
Iparraldean,euskara
Frantziako,euskara
Landak,euskara
departamenduarekin,euskara
egiten,euskara
du,euskara
muga;,euskara
Pirinio,euskara
Atlantikoetako,euskara
Bearnorekin,euskara
ekitaldian.,euskara
Geologia,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
geologia,euskara
»,euskara
Euskal,euskara
Herriko,euskara
mapa,euskara
geologikoa.,euskara
Euskal,euskara
Herriko,euskara
geologia,euskara
markatuta,euskara
dago,euskara
orogenia,euskara
alpetarrarengatik,euskara
.,euskara
"Estrukturalki,",euskara
Pirinioen,euskara
eta,euskara
bere,euskara
mendebaldeko,euskara
hedapenaren,euskara
parte,euskara
da,euskara
[,euskara
18,euskara
],euskara
.,euskara
Arrokarik,euskara
zaharrenak,euskara
Pirinioetako,euskara
arroka,euskara
plutonikoak,euskara
dira,euskara
[,euskara
19,euskara
],euskara
.,euskara
Aiako,euskara
Harria,euskara
Karbonifero,euskara
eta,euskara
Siluriar,euskara
garaiko,euskara
arroka,euskara
metamorfikoz,euskara
osatuta,euskara
dago.,euskara
Bere,euskara
gainean,euskara
dagoen,euskara
"gehiena,",euskara
Euskal,euskara
Herriko,euskara
mendigune,euskara
gehienak,euskara
markatzen,euskara
"dituena,",euskara
Jurasiko,euskara
eta,euskara
Kretazeoko,euskara
kareharriak,euskara
"dira,",euskara
sakonera,euskara
eskaseko,euskara
itsaso,euskara
tropikal,euskara
batean,euskara
sortutako,euskara
koral,euskara
arrezifeek,euskara
osatuak.,euskara
"Denborarekin,",euskara
Iberiar,euskara
plaka,euskara
eta,euskara
Eurasiar,euskara
plakak,euskara
talka,euskara
egin,euskara
"zuten,",euskara
Pirinioak,euskara
altxatuz,euskara
eta,euskara
Euskal,euskara
Arkua,euskara
izena,euskara
duen,euskara
eremua,euskara
goratuz,euskara
[,euskara
20,euskara
],euskara
.,euskara
Euskal,euskara
Arkuaren,euskara
muinean,euskara
dauden,euskara
"arroketan,",euskara
Bizkaiko,euskara
sinklinorioan,euskara
"kokatuak,",euskara
Paleogenoko,euskara
arrokak,euskara
"daude,",euskara
baita,euskara
Deba,euskara
eta,euskara
Zumaia,euskara
arteko,euskara
marearteko,euskara
zabalgunean,euskara
eta,euskara
Urbasa,euskara
inguruetan,euskara
ere,euskara
[,euskara
21,euskara
],euskara
.,euskara
Pirinioak,euskara
altxatu,euskara
"ostean,",euskara
higadurak,euskara
gaur,euskara
egun,euskara
ezagutzen,euskara
ditugun,euskara
bailarak,euskara
sortu,euskara
"zituen,",euskara
bereziki,euskara
Kantauriko,euskara
isurialdean.,euskara
"Hegoalderantz,",euskara
Ebro,euskara
ibaiaren,euskara
"inguruan,",euskara
laku,euskara
handiak,euskara
izan,euskara
"ziren,",euskara
Nafarroako,euskara
Erriberan,euskara
aurki,euskara
daitezkeen,euskara
egiturak,euskara
osatuz,euskara
[,euskara
22,euskara
],euskara
[,euskara
23,euskara
],euskara
.,euskara
Uneren,euskara
"batean,",euskara
Ebroko,euskara
lakua,euskara
Mediterraneorantz,euskara
zabaldu,euskara
"zenean,",euskara
arroka,euskara
sedimentario,euskara
finez,euskara
osatutako,euskara
erliebeak,euskara
agertu,euskara
ziren,euskara
[,euskara
24,euskara
],euskara
.,euskara
Faila,euskara
nagusi,euskara
batzuk,euskara
ere,euskara
badaude,euskara
(,euskara
Iruñeko,euskara
faila,euskara
[,euskara
25,euskara
],euskara
",",euskara
Leitzako,euskara
faila,euskara
[,euskara
26,euskara
],euskara
[,euskara
27,euskara
],euskara
),euskara
sismologia,euskara
aldetik,euskara
ingurune,euskara
lasaia,euskara
da,euskara
Euskal,euskara
Herrikoa,euskara
[,euskara
28,euskara
],euskara
.,euskara
Hegoaldean,euskara
Toloñoko,euskara
mendilerroak,euskara
zamalkadura,euskara
bat,euskara
eratzen,euskara
du,euskara
Ebroko,euskara
lurren,euskara
gainean,euskara
[,euskara
29,euskara
],euskara
.,euskara
Ingurune,euskara
asko,euskara
kareharriz,euskara
osatuta,euskara
"daudenez,",euskara
karst,euskara
-paisaiak,euskara
ohikoak,euskara
dira,euskara
[,euskara
30,euskara
],euskara
",",euskara
baita,euskara
haitzuloak,euskara
ere.,euskara
Kostaldea,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
kostaldea,euskara
»,euskara
Euskal,euskara
Herriko,euskara
kostaldearen,euskara
NASAren,euskara
satelite,euskara
bidezko,euskara
ikuspegia.,euskara
Bizkaiko,euskara
golkoan,euskara
",",euskara
[,euskara
31,euskara
],euskara
Euskal,euskara
Herriak,euskara
mutur,euskara
batetik,euskara
bestera,euskara
252,euskara
kilometroko,euskara
kostaldea,euskara
"du,",euskara
eta,euskara
"bertan,",euskara
104,euskara
hondartza,euskara
inguru,euskara
aurki,euskara
daitezke.,euskara
Bizkaia,euskara
da,euskara
kostalde,euskara
luzeena,euskara
duen,euskara
euskal,euskara
herrialdea:,euskara
154,euskara
"kilometro,",euskara
eta,euskara
35,euskara
hondartza.,euskara
Gipuzkoak,euskara
66,euskara
kilometroko,euskara
kostaldea,euskara
"du,",euskara
eta,euskara
28,euskara
hondartza;,euskara
eta,euskara
"Lapurdik,",euskara
32,euskara
kilometrotako,euskara
"kostaldea,",euskara
eta,euskara
41,euskara
hondartza.,euskara
Lapurdi,euskara
"da,",euskara
"beraz,",euskara
kostalde,euskara
laburrena,euskara
izan,euskara
"arren,",euskara
hondartza,euskara
gehien,euskara
duen,euskara
herrialdea.,euskara
Euskal,euskara
Herriko,euskara
kostak,euskara
hiru,euskara
alde,euskara
ezberdin,euskara
"ditu,",euskara
eta,euskara
haien,euskara
mugek,euskara
ia-ia,euskara
guztiz,euskara
bat,euskara
egiten,euskara
dute,euskara
Bizkai,euskara
",",euskara
Gipuzkoa,euskara
eta,euskara
Lapurdiren,euskara
mugekin.,euskara
Bizkaiko,euskara
kostaldea,euskara
malkartsua,euskara
"da,",euskara
baina,euskara
oro,euskara
har,euskara
hondartza,euskara
handiak,euskara
ditu.,euskara
"Gainera,",euskara
bi,euskara
itsas-adar,euskara
daude,euskara
alde,euskara
horretan:,euskara
Ibaizabaleko,euskara
itsasadarra,euskara
eta,euskara
Urdaibai,euskara
.,euskara
Gipuzkoako,euskara
kostak,euskara
gorabehera,euskara
handiagoak,euskara
"ditu,",euskara
eta,euskara
oro,euskara
har,euskara
hegiak,euskara
handiagoak,euskara
dira.,euskara
Hondartza,euskara
txikiagoak,euskara
eta,euskara
harritsuagoak,euskara
daude,euskara
Bizkaiko,euskara
mugatik,euskara
Zumaiaraino,euskara
",",euskara
eta,euskara
hortik,euskara
aurrera,euskara
gero,euskara
eta,euskara
luzeagoak,euskara
dira.,euskara
Ibaien,euskara
itsasoratzeetan,euskara
estuario,euskara
txikiak,euskara
sortzen,euskara
dira,euskara
zenbaitetan,euskara
(,euskara
Oria,euskara
"),",euskara
eta,euskara
beste,euskara
batzuetan,euskara
itsasadarrak,euskara
(,euskara
Urumea,euskara
",",euskara
Bidasoa,euskara
).,euskara
Lapurdiko,euskara
"kostaldea,",euskara
"azkenik,",euskara
askoz,euskara
lauagoa,euskara
da.,euskara
Hondartza,euskara
luzeak,euskara
daude,euskara
eta,euskara
hegiak,euskara
altuera,euskara
txikikoak,euskara
dira.,euskara
[,euskara
32,euskara
],euskara
Bidasoa,euskara
eta,euskara
Atturri,euskara
ibaiek,euskara
urak,euskara
bertan,euskara
isurtzen,euskara
dituzte.,euskara
Euskal,euskara
Herriko,euskara
kostaldeak,euskara
19,euskara
itsasargi,euskara
handi,euskara
ditu:,euskara
"hiru,",euskara
Lapurdin;,euskara
"zazpi,",euskara
Gipuzkoan;,euskara
eta,euskara
"bederatzi,",euskara
Bizkaian,euskara
(ikus,euskara
zerrenda,euskara
).,euskara
Mendiak,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
mendiak,euskara
»,euskara
Hiru,euskara
Erregeen,euskara
Mahaia,euskara
(2.438,euskara
"metro),",euskara
gailurrean,euskara
Euskal,euskara
"Herriaren,",euskara
Bearnoren,euskara
eta,euskara
Aragoiren,euskara
artean,euskara
muga,euskara
egiten,euskara
duena.,euskara
Euskal,euskara
Herria,euskara
oso,euskara
menditsua,euskara
da.,euskara
Mendilerro,euskara
gehienak,euskara
mendebalde-ekialde,euskara
ardatzean,euskara
kokatzen,euskara
dira.,euskara
Arroka,euskara
nagusia,euskara
kareharria,euskara
"da,",euskara
baina,euskara
beste,euskara
material,euskara
batzuez,euskara
osatutakorik,euskara
ere,euskara
badago;,euskara
"adibidez,",euskara
Aiako,euskara
Harria,euskara
granitoz,euskara
osatuta,euskara
dago.,euskara
Mendirik,euskara
altuenak,euskara
Pirinioetan,euskara
daude,euskara
eta,euskara
denetan,euskara
garaiena,euskara
Hiru,euskara
Erregeen,euskara
Mahaia,euskara
"da,",euskara
askotan,euskara
Auñamendi,euskara
aipatzen,euskara
bada,euskara
ere.,euskara
Mendilerro,euskara
hori,euskara
itsasoan,euskara
bertan,euskara
jaio,euskara
eta,euskara
ekialderantz,euskara
igoz,euskara
doa:,euskara
2.000,euskara
metrotik,euskara
gora,euskara
duen,euskara
lehen,euskara
mendia,euskara
Orhi,euskara
da.,euskara
[,euskara
33,euskara
],euskara
Arabako,euskara
eta,euskara
Nafarroako,euskara
hegoaldean,euskara
Kantauriar,euskara
mendilerroaren,euskara
ekialdeko,euskara
muga,euskara
dago.,euskara
Kodes,euskara
edo,euskara
Toloño,euskara
mendilerroak,euskara
dira,euskara
Kantauriar,euskara
mendilerroaren,euskara
parte.,euskara
[,euskara
34,euskara
],euskara
Bi,euskara
mendilerro,euskara
garrantzitsuon,euskara
artean,euskara
Euskal,euskara
Herriko,euskara
arkua,euskara
dago:,euskara
ekialde-mendebalde,euskara
orientazio,euskara
orokorra,euskara
duten,euskara
mendilerroak,euskara
dira;,euskara
"adibidez,",euskara
Urbasa,euskara
",",euskara
Andimendi,euskara
",",euskara
Aralar,euskara
",",euskara
Anbotoko,euskara
mendilerroa,euskara
",",euskara
Ordunteko,euskara
mendilerroa,euskara
",",euskara
Aizkorri,euskara
eta,euskara
Aloña,euskara
mendilerroa,euskara
.,euskara
Ingurune,euskara
naturala,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
naturagune,euskara
babestuak,euskara
"»,",euskara
«,euskara
Euskal,euskara
Herriko,euskara
natura,euskara
parkeak,euskara
»,euskara
eta,euskara
«,euskara
Natura,euskara
2000#Natura,euskara
2000,euskara
sarea,euskara
Euskal,euskara
Herrian,euskara
»,euskara
Urdaibaiko,euskara
erreserbak,euskara
"224,5238",euskara
ha-ko,euskara
azalera,euskara
hartzen,euskara
"du,",euskara
hau,euskara
"da,",euskara
Bizkaiaren,euskara
%10.,euskara
Azalera,euskara
honen,euskara
943,euskara
ha,euskara
"(%4,2)",euskara
hezegunea,euskara
"da,",euskara
Euskal,euskara
Herriko,euskara
handiena.,euskara
(Antzeko,euskara
hezegune,euskara
bat,euskara
egon,euskara
zen,euskara
Bizkaian,euskara
Ibaizabaleko,euskara
itsasadarrean,euskara
industrializazioa,euskara
hasi,euskara
baino,euskara
lehen),euskara
Euskal,euskara
Herriak,euskara
duen,euskara
klimaren,euskara
"eraginez,",euskara
hainbat,euskara
ingurune,euskara
natural,euskara
ezberdin,euskara
ditu.,euskara
Basoek,euskara
estalitako,euskara
ehunekoa,euskara
handia,euskara
da,euskara
biztanleria,euskara
handirik,euskara
ez,euskara
dagoen,euskara
eremuetan.,euskara
Baso,euskara
horietatik,euskara
gehienak,euskara
diru,euskara
irabaziak,euskara
ateratzeko,euskara
asmoz,euskara
jarritako,euskara
zuhaitz,euskara
landaketak,euskara
(,euskara
biodibertsitate,euskara
txikikoak),euskara
dira,euskara
Bizkai-Gipuzkoetan;,euskara
gehienbat,euskara
berezko,euskara
basoak,euskara
(biodibertsitate,euskara
"ugarikoak),",euskara
"berriz,",euskara
Araban,euskara
eta,euskara
Nafarroa,euskara
Garaian.,euskara
"Bestetik,",euskara
Euskal,euskara
Herriak,euskara
biztanleria,euskara
dentsitate,euskara
handia,euskara
du,euskara
hainbat,euskara
"eskualdetan,",euskara
bereziki,euskara
"kostaldean,",euskara
eta,euskara
natura,euskara
degradatuta,euskara
dago,euskara
gune,euskara
askotan,euskara
[,euskara
35,euskara
],euskara
.,euskara
Industrializazioaren,euskara
"eraginez,",euskara
poluzio,euskara
handia,euskara
izan,euskara
duten,euskara
ibai,euskara
arroak,euskara
aurki,euskara
"daitezke,",euskara
eta,euskara
lindanea,euskara
bezalako,euskara
produktuek,euskara
sortutako,euskara
arazoak,euskara
handiak,euskara
dira.,euskara
"Burdinolek,",euskara
artoaren,euskara
landaketak,euskara
eta,euskara
ardien,euskara
zaintzak,euskara
eragindako,euskara
basogabetzeari,euskara
gehitu,euskara
behar,euskara
zaio,euskara
papergintza,euskara
industria,euskara
asetzeko,euskara
bertakoak,euskara
ez,euskara
diren,euskara
zuhaitz,euskara
espezieak,euskara
landu,euskara
izan,euskara
"dira,",euskara
intsinis,euskara
pinua,euskara
edo,euskara
eukaliptoa,euskara
kasu,euskara
[,euskara
36,euskara
],euskara
.,euskara
Hala,euskara
"ere,",euskara
Euskal,euskara
Herrian,euskara
badira,euskara
babestutako,euskara
ingurune,euskara
naturalak,euskara
.,euskara
Horietako,euskara
batzuk,euskara
parke,euskara
izendatu,euskara
dira,euskara
",",euskara
eta,euskara
beste,euskara
batzuk,euskara
Natura,euskara
2000,euskara
sarekoak,euskara
dira,euskara
.,euskara
Badira,euskara
ere,euskara
horietako,euskara
batzuk,euskara
nazioarteko,euskara
babesa,euskara
maila,euskara
"dutenak,",euskara
besteak,euskara
"beste,",euskara
Ramsarko,euskara
hitzarmena,euskara
eta,euskara
Hegaztien,euskara
kontserbaziorako,euskara
gune,euskara
garrantzitsuak,euskara
.,euskara
Dena,euskara
"dela,",euskara
Administrazio,euskara
bakoitzak,euskara
bere,euskara
legeak,euskara
ditu,euskara
babes,euskara
maila,euskara
horiek,euskara
"emateko,",euskara
beraz,euskara
babes-mailak,euskara
ez,euskara
datoz,euskara
guztiz,euskara
bat,euskara
[,euskara
35,euskara
],euskara
.,euskara
Industriak,euskara
"bereziki,",euskara
baina,euskara
baita,euskara
beste,euskara
ekonomia-ekimenek,euskara
kutsadura,euskara
sortzen,euskara
"dute,",euskara
Euskal,euskara
Herriko,euskara
ingurumen-arazoak,euskara
beraz,euskara
aldakorrak,euskara
dira,euskara
guneen,euskara
arabera.,euskara
Natura,euskara
2000,euskara
sareko,euskara
gune,euskara
babestuak.,euskara
Basoek,euskara
estalitako,euskara
lurren,euskara
ehunekoa,euskara
(2006).,euskara
Artifizaldutako,euskara
lurren,euskara
ehunekoa.,euskara
Ibaiak,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
ibaiak,euskara
»,euskara
Euskal,euskara
Herriko,euskara
ibaiak,euskara
eta,euskara
isurialdeak.,euskara
Ebro,euskara
da,euskara
Euskal,euskara
Herria,euskara
zeharkatzen,euskara
duten,euskara
ibaien,euskara
artean,euskara
luzeena,euskara
(910,euskara
km).,euskara
[,euskara
37,euskara
],euskara
Europako,euskara
Mendietan,euskara
sortzen,euskara
da,euskara
eta,euskara
Mediterraneo,euskara
itsasoan,euskara
isurtzen,euskara
du,euskara
bere,euskara
emaria.,euskara
Bide,euskara
"horretan,",euskara
hainbat,euskara
kilometroz,euskara
Euskal,euskara
Herriko,euskara
hegoaldeko,euskara
muga,euskara
"da,",euskara
Araba,euskara
eta,euskara
Nafarroan,euskara
.,euskara
Atlantikora,euskara
ez,euskara
doazen,euskara
beste,euskara
ibai,euskara
eta,euskara
errekek,euskara
bertara,euskara
isurtzen,euskara
dituzte,euskara
urak;,euskara
besteak,euskara
"beste,",euskara
Zadorra,euskara
",",euskara
Baias,euskara
",",euskara
Ega,euskara
eta,euskara
Aragoi,euskara
ibaiek,euskara
.,euskara
[,euskara
38,euskara
],euskara
Aragoi,euskara
ibaia,euskara
Euskal,euskara
Herrian,euskara
zehar,euskara
ibilbide,euskara
luzeena,euskara
egiten,euskara
duena,euskara
"da,",euskara
192,euskara
km,euskara
Esako,euskara
urtegian,euskara
jaio,euskara
"eta,",euskara
Nafarroa,euskara
Garaia,euskara
zeharkatu,euskara
"ondoren,",euskara
Ebro,euskara
ibaira,euskara
isuri,euskara
arte.,euskara
Euskal,euskara
Herriko,euskara
kostaldean,euskara
ura,euskara
isurtzen,euskara
duten,euskara
ibaietatik,euskara
Aturri,euskara
da,euskara
luzeena,euskara
eta,euskara
ur,euskara
emari,euskara
handiena,euskara
duena.,euskara
Tourmalet,euskara
inguruan,euskara
jaiotzen,euskara
